month,state,category,orders,revenue_brl,avg_delivery_days,avg_review_score
2017-04-01,SP,food,4,326.52,12.5,4.0
2017-04-01,SP,food_drink,2,80.78,9.7,3.67
2017-04-01,SP,furniture_bedroom,1,252.3,34.0,1.0
2017-04-01,SP,furniture_decor,56,6629.45,11.4,4.11
2017-04-01,SP,furniture_living_room,4,867.4,26.8,3.2
2017-04-01,SP,garden_tools,32,5454.0,10.6,4.31
2017-04-01,SP,health_beauty,62,9507.0,11.1,4.17
2017-04-01,SP,home_appliances,3,123.44,12.7,5.0
2017-04-01,SP,home_comfort_2,1,23.86,17.0,5.0
2017-04-01,SP,home_confort,7,1188.8,11.7,4.29
2017-04-01,SP,home_construction,1,141.08,8.0,5.0
2017-04-01,SP,housewares,55,5723.5,11.8,4.36
2017-04-01,SP,kitchen_dining_laundry_garden_furniture,3,173.87,24.7,4.33
2017-04-01,SP,la_cuisine,1,34.81,9.0,1.0
2017-04-01,SP,luggage_accessories,22,4289.8,11.1,4.3
2017-04-01,SP,market_place,4,479.82,11.8,4.25
2017-04-01,SP,musical_instruments,8,2138.07,13.4,4.0
2017-04-01,SP,office_furniture,16,4214.38,14.5,3.64
2017-04-01,SP,perfumery,38,7750.67,12.8,4.13
2017-04-01,SP,pet_shop,16,2050.79,11.1,3.76
2017-04-01,SP,small_appliances,8,9401.87,13.8,3.63
2017-04-01,SP,sports_leisure,71,8912.87,11.5,4.25
2017-04-01,SP,stationery,13,1980.83,10.1,4.38
2017-04-01,SP,tablets_printing_image,1,110.3,13.0,5.0
2017-04-01,SP,telephony,50,3836.39,11.4,4.29
2017-04-01,SP,toys,31,3522.41,10.3,3.81
2017-04-01,SP,watches_gifts,37,9716.14,10.3,3.98
2017-04-01,TO,(unknown),1,52.78,25.0,5.0
2017-04-01,TO,computers_accessories,2,284.89,19.0,4.33
2017-04-01,TO,cool_stuff,1,56.78,18.0,5.0
2017-04-01,TO,furniture_decor,1,468.8,29.0,5.0
2017-04-01,TO,health_beauty,2,754.32,30.5,3.0
2017-04-01,TO,housewares,1,86.79,27.0,5.0
2017-04-01,TO,luggage_accessories,1,347.89,21.0,4.0
2017-04-01,TO,pet_shop,1,108.83,21.0,5.0
2017-04-01,TO,sports_leisure,1,983.39,11.0,5.0
2017-04-01,TO,toys,1,181.86,29.0,5.0
2017-04-01,TO,watches_gifts,1,113.56,15.0,4.0
2017-05-01,AC,(unknown),2,127.34,21.5,5.0
2017-05-01,AC,computers_accessories,1,861.26,20.0,4.0
2017-05-01,AC,electronics,1,70.38,13.0,5.0
2017-05-01,AC,furniture_decor,1,218.95,24.0,2.0
2017-05-01,AC,health_beauty,1,55.28,26.0,3.0
2017-05-01,AC,telephony,1,43.34,22.0,4.0
2017-05-01,AC,watches_gifts,1,995.18,12.0,5.0
2017-05-01,AL,auto,2,1396.11,31.0,4.0
2017-05-01,AL,baby,1,114.26,15.0,5.0
2017-05-01,AL,bed_bath_table,2,293.35,34.0,1.5
2017-05-01,AL,computers_accessories,4,607.84,22.2,4.2
2017-05-01,AL,fashion_bags_accessories,1,144.47,19.0,5.0
2017-05-01,AL,fixed_telephony,1,121.58,22.0,4.0
2017-05-01,AL,furniture_decor,2,776.37,30.0,3.5
2017-05-01,AL,furniture_living_room,2,782.43,16.0,4.5
2017-05-01,AL,health_beauty,6,856.63,19.0,4.17
2017-05-01,AL,housewares,1,37.79,28.0,2.0
2017-05-01,AL,perfumery,1,91.19,13.0,5.0
2017-05-01,AL,sports_leisure,1,134.2,20.0,4.0
2017-05-01,AL,watches_gifts,2,338.99,22.0,4.5
2017-05-01,AM,cool_stuff,2,392.01,22.5,5.0
2017-05-01,AM,food,1,187.91,139.0,1.0
2017-05-01,AM,furniture_decor,1,72.39,22.0,5.0
2017-05-01,AM,garden_tools,1,159.32,13.0,3.0
2017-05-01,AM,stationery,1,207.09,9.0,5.0
2017-05-01,AM,telephony,1,29.65,23.0,5.0
2017-05-01,AM,watches_gifts,1,196.12,12.0,2.0
2017-05-01,AP,agro_industry_and_commerce,1,657.61,14.0,5.0
2017-05-01,AP,electronics,1,425.24,31.0,5.0
2017-05-01,AP,health_beauty,2,305.0,14.5,4.0
2017-05-01,BA,(unknown),4,623.73,13.5,4.5
2017-05-01,BA,audio,1,117.93,7.0,5.0
2017-05-01,BA,auto,5,745.57,17.8,3.67
2017-05-01,BA,baby,1,191.5,16.0,1.0
2017-05-01,BA,bed_bath_table,7,741.73,17.1,3.86
2017-05-01,BA,computers_accessories,11,3215.36,16.7,4.29
2017-05-01,BA,cool_stuff,7,976.39,14.9,3.88
2017-05-01,BA,electronics,7,1081.23,14.1,3.86
2017-05-01,BA,fashion_bags_accessories,4,433.07,16.8,4.5
2017-05-01,BA,furniture_decor,4,330.78,21.8,4.75
2017-05-01,BA,garden_tools,6,1244.94,17.0,4.25
2017-05-01,BA,health_beauty,12,2555.95,14.9,3.73
2017-05-01,BA,home_appliances,2,207.21,18.5,4.0
2017-05-01,BA,home_confort,1,110.98,23.0,3.0
2017-05-01,BA,housewares,6,424.84,18.7,4.0
2017-05-01,BA,luggage_accessories,2,680.98,8.0,3.5
2017-05-01,BA,market_place,1,83.69,17.0,3.0
2017-05-01,BA,office_furniture,2,292.64,35.5,3.0
2017-05-01,BA,perfumery,3,453.22,13.0,4.33
2017-05-01,BA,pet_shop,2,273.78,20.5,4.0
2017-05-01,BA,signaling_and_security,1,40.1,15.0,5.0
2017-05-01,BA,sports_leisure,11,1651.68,16.3,3.9
2017-05-01,BA,stationery,1,63.82,8.0,5.0
2017-05-01,BA,tablets_printing_image,1,116.13,11.0,5.0
2017-05-01,BA,telephony,8,596.04,22.9,3.0
2017-05-01,BA,toys,6,856.01,15.2,4.33
2017-05-01,BA,watches_gifts,4,1558.87,13.0,4.0
2017-05-01,CE,(unknown),1,154.07,5.0,2.0
2017-05-01,CE,auto,1,50.25,6.0,1.0
2017-05-01,CE,baby,2,235.48,22.0,5.0
2017-05-01,CE,bed_bath_table,1,67.53,9.0,5.0
2017-05-01,CE,computers_accessories,5,2504.86,18.2,5.0
2017-05-01,CE,construction_tools_construction,1,149.4,9.0,5.0
2017-05-01,CE,cool_stuff,7,1457.28,14.3,4.25
2017-05-01,CE,costruction_tools_garden,1,138.06,28.0,1.0
2017-05-01,CE,fashion_bags_accessories,1,103.91,14.0,5.0
2017-05-01,CE,furniture_decor,4,685.66,16.8,4.75
2017-05-01,CE,garden_tools,3,516.33,15.3,3.67
2017-05-01,CE,health_beauty,6,1878.87,18.2,4.83
2017-05-01,CE,luggage_accessories,1,131.47,16.0,5.0
2017-05-01,CE,market_place,1,370.6,12.0,5.0
2017-05-01,CE,office_furniture,3,773.7,24.0,4.67
2017-05-01,CE,pet_shop,3,370.56,16.0,4.33
2017-05-01,CE,sports_leisure,4,451.87,19.3,4.25
2017-05-01,CE,stationery,1,75.79,14.0,5.0
2017-05-01,CE,telephony,9,731.08,14.8,3.91
2017-05-01,CE,toys,3,464.56,21.0,5.0
2017-05-01,CE,watches_gifts,4,1317.34,14.3,5.0
2017-05-01,DF,(unknown),1,34.89,12.0,5.0
2017-05-01,DF,auto,1,66.14,16.0,5.0
2017-05-01,DF,baby,1,66.6,11.0,2.0
2017-05-01,DF,bed_bath_table,6,548.27,12.3,4.86
2017-05-01,DF,computers_accessories,5,1282.13,11.8,4.4
2017-05-01,DF,cool_stuff,3,343.12,10.0,4.33
2017-05-01,DF,fashion_bags_accessories,1,64.0,13.0,3.0
2017-05-01,DF,fashion_sport,1,78.18,12.0,5.0
2017-05-01,DF,food_drink,1,109.42,11.0,3.0
2017-05-01,DF,furniture_decor,4,693.66,16.9,2.91
2017-05-01,DF,garden_tools,1,32.0,6.0,5.0
2017-05-01,DF,health_beauty,2,242.53,8.0,4.33
2017-05-01,DF,housewares,4,265.55,12.5,5.0
2017-05-01,DF,office_furniture,2,423.92,22.5,3.0
2017-05-01,DF,perfumery,7,1042.48,10.6,4.29
2017-05-01,DF,pet_shop,1,70.48,13.0,5.0
2017-05-01,DF,small_appliances,1,186.57,11.0,5.0
2017-05-01,DF,sports_leisure,7,872.18,8.9,5.0
2017-05-01,DF,stationery,2,349.88,10.5,3.5
2017-05-01,DF,telephony,1,455.31,15.0,5.0
2017-05-01,DF,toys,6,710.42,7.9,4.86
2017-05-01,DF,watches_gifts,3,1071.48,10.7,4.67
2017-05-01,ES,(unknown),1,49.1,8.0,4.0
2017-05-01,ES,auto,5,803.57,11.2,4.83
2017-05-01,ES,baby,3,249.55,26.7,3.67
2017-05-01,ES,bed_bath_table,5,544.1,13.0,4.6
2017-05-01,ES,books_technical,1,40.55,40.0,5.0
2017-05-01,ES,computers_accessories,9,1687.71,13.9,4.11
2017-05-01,ES,consoles_games,1,171.57,11.0,5.0
2017-05-01,ES,cool_stuff,2,521.88,16.5,4.5
2017-05-01,ES,electronics,2,119.65,19.0,2.5
2017-05-01,ES,fashion_bags_accessories,2,197.92,9.0,5.0
2017-05-01,ES,fashion_shoes,1,379.84,10.0,5.0
2017-05-01,ES,fixed_telephony,1,47.0,12.0,4.0
2017-05-01,ES,furniture_decor,7,961.88,13.2,3.89
2017-05-01,ES,furniture_living_room,1,298.32,14.0,4.0
2017-05-01,ES,garden_tools,5,494.71,10.0,5.0
2017-05-01,ES,health_beauty,5,1474.21,13.0,5.0
2017-05-01,ES,home_confort,3,619.1,15.3,5.0
2017-05-01,ES,housewares,4,370.36,9.8,5.0
2017-05-01,ES,musical_instruments,3,273.48,7.5,5.0
2017-05-01,ES,perfumery,3,298.91,8.0,5.0
2017-05-01,ES,signaling_and_security,1,633.88,10.0,5.0
2017-05-01,ES,sports_leisure,6,869.57,16.4,4.29
2017-05-01,ES,tablets_printing_image,1,912.79,12.0,
2017-05-01,ES,telephony,10,507.42,11.3,4.0
2017-05-01,ES,toys,4,473.24,10.5,3.5
2017-05-01,ES,watches_gifts,4,1757.41,10.5,4.5
2017-05-01,GO,(unknown),4,3268.51,18.0,4.25
2017-05-01,GO,air_conditioning,3,492.06,15.3,4.5
2017-05-01,GO,auto,4,906.77,12.8,3.5
2017-05-01,GO,bed_bath_table,5,723.01,13.6,4.2
2017-05-01,GO,computers_accessories,6,1466.32,11.3,4.83
2017-05-01,GO,consoles_games,1,54.79,17.0,4.0
2017-05-01,GO,cool_stuff,4,671.84,15.8,4.5
2017-05-01,GO,dvds_blu_ray,1,28.01,2.0,5.0
2017-05-01,GO,fashio_female_clothing,1,166.71,35.0,1.0
2017-05-01,GO,fashion_bags_accessories,3,227.75,15.3,4.33
2017-05-01,GO,fashion_shoes,1,369.6,24.0,5.0
2017-05-01,GO,fashion_underwear_beach,1,208.09,12.0,5.0
2017-05-01,GO,fixed_telephony,1,210.02,20.0,1.0
2017-05-01,GO,furniture_decor,3,426.48,23.3,3.0
2017-05-01,GO,furniture_living_room,2,319.08,20.5,2.0
2017-05-01,GO,garden_tools,7,2039.71,14.0,4.29
2017-05-01,GO,health_beauty,5,792.29,11.7,3.83
2017-05-01,GO,home_appliances,1,48.0,24.0,3.0
2017-05-01,GO,home_confort,1,291.72,14.0,3.0
2017-05-01,GO,housewares,4,455.78,14.6,4.4
2017-05-01,GO,luggage_accessories,3,574.02,13.7,5.0
2017-05-01,GO,office_furniture,1,284.2,24.0,5.0
2017-05-01,GO,perfumery,3,1069.78,13.5,4.75
2017-05-01,GO,small_appliances,1,122.96,18.0,5.0
2017-05-01,GO,sports_leisure,5,1272.55,51.0,3.33
2017-05-01,GO,stationery,2,187.77,7.7,5.0
2017-05-01,GO,telephony,4,246.14,15.3,4.5
2017-05-01,GO,watches_gifts,6,1921.59,11.0,4.5
2017-05-01,MA,(unknown),2,105.53,13.0,4.5
2017-05-01,MA,audio,1,124.33,22.0,4.0
2017-05-01,MA,auto,2,315.99,16.5,4.5
2017-05-01,MA,baby,1,132.49,16.0,5.0
2017-05-01,MA,bed_bath_table,2,420.6,15.0,4.5
2017-05-01,MA,computers_accessories,1,110.83,27.0,4.0
2017-05-01,MA,cool_stuff,1,156.15,18.0,5.0
2017-05-01,MA,fashion_bags_accessories,2,214.11,9.7,3.67
2017-05-01,MA,furniture_decor,2,185.48,15.0,4.0
2017-05-01,MA,health_beauty,2,420.25,18.0,4.5
2017-05-01,MA,housewares,1,128.18,19.0,4.0
2017-05-01,MA,office_furniture,1,187.91,17.0,5.0
2017-05-01,MA,perfumery,4,725.46,18.3,4.75
2017-05-01,MA,sports_leisure,4,603.82,15.3,4.5
2017-05-01,MA,telephony,3,116.32,18.7,3.0
2017-05-01,MA,toys,2,327.2,12.0,4.5
2017-05-01,MG,(unknown),8,660.2,8.9,4.13
2017-05-01,MG,art,1,138.36,8.0,5.0
2017-05-01,MG,arts_and_craftmanship,1,29.66,8.0,5.0
2017-05-01,MG,audio,3,513.88,9.3,5.0
2017-05-01,MG,auto,9,1995.44,10.4,3.7
2017-05-01,MG,baby,14,1736.13,11.7,4.43
2017-05-01,MG,bed_bath_table,54,7636.71,12.3,4.15
2017-05-01,MG,books_general_interest,1,136.59,3.0,5.0
2017-05-01,MG,computers_accessories,34,3866.0,9.5,4.1
2017-05-01,MG,consoles_games,1,50.05,17.0,5.0
2017-05-01,MG,cool_stuff,32,5475.29,8.6,4.27
2017-05-01,MG,costruction_tools_garden,1,188.24,36.0,3.0
2017-05-01,MG,electronics,8,562.19,8.6,4.0
2017-05-01,MG,fashion_bags_accessories,10,989.58,12.2,4.33
2017-05-01,MG,fashion_shoes,2,92.38,14.0,3.0
2017-05-01,MG,fashion_underwear_beach,1,20.0,11.0,4.0
2017-05-01,MG,food_drink,1,42.0,10.0,5.0
2017-05-01,MG,furniture_decor,21,1832.12,12.5,4.15
2017-05-01,MG,furniture_mattress_and_upholstery,1,103.36,12.0,4.0
2017-05-01,MG,garden_tools,13,2192.75,17.7,4.27
2017-05-01,MG,health_beauty,26,4618.58,8.7,4.03
2017-05-01,MG,home_appliances_2,1,492.46,13.0,4.0
2017-05-01,MG,home_confort,3,654.39,12.6,3.4
2017-05-01,MG,home_construction,1,53.53,10.0,4.0
2017-05-01,MG,housewares,34,3159.0,8.7,3.89
2017-05-01,MG,kitchen_dining_laundry_garden_furniture,1,42.18,23.0,1.0
2017-05-01,MG,luggage_accessories,10,2720.81,11.1,4.18
2017-05-01,MG,market_place,2,261.98,8.5,4.5
2017-05-01,MG,office_furniture,4,824.72,16.0,3.5
2017-05-01,MG,perfumery,9,1728.84,9.8,3.82
2017-05-01,MG,pet_shop,9,953.79,10.6,4.78
2017-05-01,MG,small_appliances,1,140.02,6.0,5.0
2017-05-01,MG,sports_leisure,34,5726.5,11.8,3.82
2017-05-01,MG,stationery,7,674.71,9.9,2.86
2017-05-01,MG,tablets_printing_image,1,113.86,12.0,4.0
2017-05-01,MG,telephony,24,1296.26,11.8,4.35
2017-05-01,MG,toys,26,2726.78,8.0,4.54
2017-05-01,MG,watches_gifts,8,3342.93,9.3,4.63
2017-05-01,MS,(unknown),2,119.95,16.0,3.5
2017-05-01,MS,baby,1,96.9,9.0,4.0
2017-05-01,MS,bed_bath_table,2,412.6,17.5,3.5
2017-05-01,MS,computers_accessories,3,909.98,9.2,5.0
2017-05-01,MS,cool_stuff,2,264.6,8.5,5.0
2017-05-01,MS,furniture_decor,1,273.88,13.0,5.0
2017-05-01,MS,health_beauty,2,70.09,8.0,5.0
2017-05-01,MS,home_appliances,3,255.55,11.0,5.0
2017-05-01,MS,housewares,4,643.0,15.0,5.0
2017-05-01,MS,perfumery,1,356.12,9.0,5.0
2017-05-01,MS,sports_leisure,1,78.91,11.0,5.0
2017-05-01,MS,stationery,1,106.87,19.0,4.0
2017-05-01,MS,telephony,2,85.7,12.5,4.5
2017-05-01,MS,toys,1,150.39,19.0,5.0
2017-05-01,MT,auto,2,942.49,11.0,5.0
2017-05-01,MT,baby,4,444.19,13.2,2.8
2017-05-01,MT,bed_bath_table,6,838.0,16.3,3.71
2017-05-01,MT,computers_accessories,2,107.06,14.5,3.5
2017-05-01,MT,cool_stuff,5,1375.97,13.5,4.33
2017-05-01,MT,furniture_decor,1,69.12,15.0,5.0
2017-05-01,MT,health_beauty,4,878.07,13.8,4.75
2017-05-01,MT,home_appliances,1,152.39,13.0,4.0
2017-05-01,MT,home_confort,1,199.49,15.0,5.0
2017-05-01,MT,office_furniture,1,145.3,22.0,4.0
2017-05-01,MT,perfumery,3,384.61,24.7,4.67
2017-05-01,MT,small_appliances,2,1790.44,11.0,5.0
2017-05-01,MT,sports_leisure,1,92.32,21.0,5.0
2017-05-01,MT,stationery,1,94.59,15.0,5.0
2017-05-01,MT,telephony,3,128.35,12.0,5.0
2017-05-01,MT,toys,1,72.87,13.0,3.0
2017-05-01,PA,art,1,107.35,20.0,5.0
2017-05-01,PA,auto,1,47.33,14.0,3.0
2017-05-01,PA,bed_bath_table,5,530.15,22.6,3.4
2017-05-01,PA,computers_accessories,4,608.19,21.5,5.0
2017-05-01,PA,cool_stuff,1,244.71,12.0,5.0
2017-05-01,PA,fashion_bags_accessories,2,504.8,25.0,3.0
2017-05-01,PA,fashion_shoes,1,129.0,18.0,5.0
2017-05-01,PA,fashion_underwear_beach,1,79.71,11.0,4.0
2017-05-01,PA,housewares,1,73.62,31.0,4.0
2017-05-01,PA,luggage_accessories,1,138.94,20.0,5.0
2017-05-01,PA,market_place,1,39.62,10.0,5.0
2017-05-01,PA,musical_instruments,2,710.84,19.5,4.5
2017-05-01,PA,perfumery,3,335.71,13.3,4.67
2017-05-01,PA,pet_shop,1,349.87,10.0,5.0
2017-05-01,PA,sports_leisure,1,95.67,12.0,5.0
2017-05-01,PA,telephony,4,184.69,20.5,3.75
2017-05-01,PA,toys,2,160.02,16.5,5.0
2017-05-01,PA,watches_gifts,3,2230.48,23.0,4.67
2017-05-01,PB,agro_industry_and_commerce,1,81.21,17.0,4.0
2017-05-01,PB,auto,1,113.08,17.0,5.0
2017-05-01,PB,books_general_interest,1,62.19,15.0,5.0
2017-05-01,PB,computers_accessories,1,62.28,17.0,5.0
2017-05-01,PB,cool_stuff,2,432.38,21.7,2.0
2017-05-01,PB,costruction_tools_garden,1,624.59,9.0,5.0
2017-05-01,PB,furniture_decor,1,60.78,12.0,5.0
2017-05-01,PB,health_beauty,3,521.62,26.0,3.33
2017-05-01,PB,home_appliances,1,263.95,19.0,4.0
2017-05-01,PB,perfumery,1,105.04,13.0,5.0
2017-05-01,PB,sports_leisure,1,185.62,9.0,5.0
2017-05-01,PB,telephony,2,145.13,12.0,3.67
2017-05-01,PB,watches_gifts,1,714.62,17.0,5.0
2017-05-01,PE,(unknown),2,320.62,20.3,4.75
2017-05-01,PE,auto,1,144.26,21.0,5.0
2017-05-01,PE,baby,2,219.05,15.5,4.5
2017-05-01,PE,bed_bath_table,7,945.97,17.0,3.43
2017-05-01,PE,books_general_interest,1,163.32,12.0,5.0
2017-05-01,PE,computers_accessories,7,1115.57,16.7,4.57
2017-05-01,PE,consoles_games,1,59.8,11.0,5.0
2017-05-01,PE,cool_stuff,4,881.5,20.3,3.75
2017-05-01,PE,electronics,1,47.63,15.0,5.0
2017-05-01,PE,furniture_decor,1,223.14,21.0,1.0
2017-05-01,PE,garden_tools,1,88.72,10.0,5.0
2017-05-01,PE,health_beauty,8,4103.04,13.1,4.45
2017-05-01,PE,home_confort,1,115.81,14.0,1.0
2017-05-01,PE,housewares,5,317.27,18.1,4.43
2017-05-01,PE,musical_instruments,1,1944.86,12.0,5.0
2017-05-01,PE,perfumery,3,274.81,11.3,3.67
2017-05-01,PE,pet_shop,1,105.04,13.0,5.0
2017-05-01,PE,sports_leisure,6,696.99,15.5,4.17
2017-05-01,PE,stationery,2,235.92,13.5,5.0
2017-05-01,PE,telephony,4,235.9,17.6,4.2
2017-05-01,PE,toys,5,793.74,10.8,4.8
2017-05-01,PI,auto,3,1665.41,17.7,4.17
2017-05-01,PI,baby,1,822.51,7.0,4.0
2017-05-01,PI,books_general_interest,1,159.39,10.0,5.0
2017-05-01,PI,computers_accessories,1,65.28,11.0,5.0
2017-05-01,PI,cool_stuff,3,936.31,16.3,4.0
2017-05-01,PI,drinks,1,112.95,10.0,5.0
2017-05-01,PI,furniture_decor,1,86.58,17.0,5.0
2017-05-01,PI,furniture_living_room,1,174.08,19.0,5.0
2017-05-01,PI,garden_tools,2,579.89,10.0,4.5
2017-05-01,PI,health_beauty,2,504.15,13.0,3.0
2017-05-01,PI,home_appliances,1,57.74,11.0,4.0
2017-05-01,PI,perfumery,1,165.37,13.0,5.0
2017-05-01,PI,pet_shop,1,155.15,14.0,5.0
2017-05-01,PI,telephony,2,84.46,22.5,4.0
2017-05-01,PI,toys,2,450.86,9.5,4.5
2017-05-01,PI,watches_gifts,1,656.72,13.0,5.0
2017-05-01,PR,(unknown),8,1222.98,12.7,4.56
2017-05-01,PR,agro_industry_and_commerce,1,957.15,11.0,5.0
2017-05-01,PR,audio,2,253.51,9.5,4.5
2017-05-01,PR,auto,5,591.65,13.6,3.8
2017-05-01,PR,baby,7,592.38,10.1,4.83
2017-05-01,PR,bed_bath_table,13,1688.64,8.8,4.47
2017-05-01,PR,books_general_interest,2,214.36,6.0,5.0
2017-05-01,PR,computers_accessories,16,4211.22,11.7,4.18
2017-05-01,PR,consoles_games,1,507.17,12.0,4.0
2017-05-01,PR,cool_stuff,15,2198.15,11.4,4.25
2017-05-01,PR,electronics,5,547.13,13.2,3.0
2017-05-01,PR,fashion_bags_accessories,6,395.04,11.4,5.0
2017-05-01,PR,fashion_shoes,3,129.25,11.3,5.0
2017-05-01,PR,fashion_sport,1,65.0,9.0,5.0
2017-05-01,PR,fashion_underwear_beach,1,20.42,12.0,5.0
2017-05-01,PR,food_drink,3,169.41,10.8,4.8
2017-05-01,PR,furniture_decor,17,1758.43,10.6,4.22
2017-05-01,PR,garden_tools,10,1521.2,15.4,4.69
2017-05-01,PR,health_beauty,15,5489.23,7.5,4.67
2017-05-01,PR,home_confort,2,471.96,13.5,5.0
2017-05-01,PR,housewares,15,2011.03,10.9,4.67
2017-05-01,PR,luggage_accessories,4,512.47,7.8,4.0
2017-05-01,PR,perfumery,6,697.01,12.7,4.83
2017-05-01,PR,pet_shop,7,635.47,9.2,4.56
2017-05-01,PR,small_appliances,2,688.15,8.5,4.5
2017-05-01,PR,sports_leisure,18,4331.84,8.3,4.4
2017-05-01,PR,stationery,3,366.18,8.7,4.33
2017-05-01,PR,telephony,7,377.53,12.6,4.14
2017-05-01,PR,toys,8,1225.12,8.8,4.75
2017-05-01,PR,watches_gifts,6,1709.92,8.9,3.63
2017-05-01,RJ,(unknown),21,3203.52,10.7,4.35
2017-05-01,RJ,air_conditioning,1,184.99,7.0,5.0
2017-05-01,RJ,art,1,84.49,7.0,5.0
2017-05-01,RJ,audio,1,95.31,7.0,5.0
2017-05-01,RJ,auto,8,2281.56,11.4,4.5
2017-05-01,RJ,baby,15,1682.12,12.2,3.56
2017-05-01,RJ,bed_bath_table,38,4562.54,13.5,3.95
2017-05-01,RJ,books_general_interest,3,437.3,5.7,5.0
2017-05-01,RJ,cine_photo,1,91.71,13.0,5.0
2017-05-01,RJ,computers_accessories,35,7401.39,10.0,4.33
2017-05-01,RJ,consoles_games,4,278.69,14.8,5.0
2017-05-01,RJ,cool_stuff,23,4815.27,12.1,4.12
2017-05-01,RJ,costruction_tools_garden,1,35.04,10.0,5.0
2017-05-01,RJ,dvds_blu_ray,2,85.06,11.5,4.5
2017-05-01,RJ,electronics,7,812.36,10.5,2.67
2017-05-01,RJ,fashion_bags_accessories,9,1178.35,12.4,4.22
2017-05-01,RJ,fashion_childrens_clothes,1,124.52,3.0,5.0
2017-05-01,RJ,fixed_telephony,1,45.85,7.0,5.0
2017-05-01,RJ,food_drink,1,46.44,2.0,5.0
2017-05-01,RJ,furniture_bedroom,2,586.1,10.7,5.0
2017-05-01,RJ,furniture_decor,28,3452.61,11.2,3.87
2017-05-01,RJ,furniture_living_room,7,1154.46,27.8,3.14
2017-05-01,RJ,furniture_mattress_and_upholstery,1,482.69,17.0,4.0
2017-05-01,RJ,garden_tools,16,3548.89,10.9,3.41
2017-05-01,RJ,health_beauty,29,10028.22,11.3,4.16
2017-05-01,RJ,home_appliances,3,217.54,9.4,4.8
2017-05-01,RJ,home_confort,3,593.62,12.0,4.67
2017-05-01,RJ,housewares,40,4111.76,9.7,4.46
2017-05-01,RJ,kitchen_dining_laundry_garden_furniture,3,811.09,19.3,5.0
2017-05-01,RJ,luggage_accessories,6,1127.92,7.8,4.0
2017-05-01,RJ,market_place,5,684.42,11.2,4.83
2017-05-01,RJ,musical_instruments,5,3037.95,8.7,4.17
2017-05-01,RJ,office_furniture,7,1657.08,15.8,3.78
2017-05-01,RJ,perfumery,14,2356.82,8.9,3.93
2017-05-01,RJ,pet_shop,11,882.65,9.8,4.15
2017-05-01,RJ,small_appliances,4,1262.62,10.6,4.8
2017-05-01,RJ,sports_leisure,32,4613.85,10.5,4.16
2017-05-01,RJ,stationery,7,733.26,7.3,3.5
2017-05-01,RJ,tablets_printing_image,1,144.79,27.0,
2017-05-01,RJ,telephony,19,1418.0,10.7,3.95
2017-05-01,RJ,toys,36,6383.49,9.2,4.7
2017-05-01,RJ,watches_gifts,17,4906.86,11.3,3.89
2017-05-01,RN,auto,2,382.36,10.0,4.0
2017-05-01,RN,baby,1,275.48,42.0,3.0
2017-05-01,RN,bed_bath_table,1,119.2,22.0,1.0
2017-05-01,RN,computers_accessories,1,80.57,11.0,5.0
2017-05-01,RN,cool_stuff,1,269.15,14.0,5.0
2017-05-01,RN,garden_tools,3,1475.15,17.5,4.75
2017-05-01,RN,health_beauty,2,1252.68,17.5,5.0
2017-05-01,RN,housewares,1,92.3,16.0,1.0
2017-05-01,RN,pet_shop,1,155.15,11.0,5.0
2017-05-01,RN,sports_leisure,1,106.85,15.0,5.0
2017-05-01,RN,watches_gifts,3,1373.98,11.3,4.67
2017-05-01,RO,auto,1,120.39,26.0,2.0
2017-05-01,RO,bed_bath_table,1,161.23,12.0,5.0
2017-05-01,RO,health_beauty,1,129.22,17.0,4.0
2017-05-01,RO,luggage_accessories,1,92.28,15.0,5.0
2017-05-01,RO,sports_leisure,1,142.43,15.0,4.0
2017-05-01,RO,telephony,3,183.33,16.3,4.5
2017-05-01,RR,cool_stuff,1,100.01,25.0,5.0
2017-05-01,RR,health_beauty,1,217.96,32.0,3.0
2017-05-01,RS,(unknown),4,321.35,12.0,4.75
2017-05-01,RS,audio,2,199.58,7.5,4.5
2017-05-01,RS,auto,2,207.02,10.0,4.5
2017-05-01,RS,baby,6,398.71,7.3,5.0
2017-05-01,RS,bed_bath_table,20,2854.13,10.9,3.92
2017-05-01,RS,books_general_interest,1,60.56,16.0,3.0
2017-05-01,RS,computers_accessories,13,1501.78,33.8,4.79
2017-05-01,RS,consoles_games,1,162.3,12.0,5.0
2017-05-01,RS,cool_stuff,21,2751.38,8.8,4.38
2017-05-01,RS,costruction_tools_garden,1,647.4,9.0,4.0
2017-05-01,RS,electronics,3,306.82,5.5,4.75
2017-05-01,RS,fashion_bags_accessories,3,1017.06,8.7,4.33
2017-05-01,RS,fashion_male_clothing,1,421.33,6.0,1.0
2017-05-01,RS,fashion_shoes,1,44.0,10.0,5.0
2017-05-01,RS,furniture_decor,12,1595.23,13.6,4.57
2017-05-01,RS,furniture_living_room,3,604.99,12.8,5.0
2017-05-01,RS,garden_tools,8,1764.08,10.0,4.88
2017-05-01,RS,health_beauty,11,2481.86,9.2,4.38
2017-05-01,RS,home_appliances,3,283.96,13.3,5.0
2017-05-01,RS,home_confort,1,80.0,10.0,1.0
2017-05-01,RS,home_construction,1,141.63,3.0,5.0
2017-05-01,RS,housewares,14,1322.04,13.4,3.53
2017-05-01,RS,la_cuisine,1,232.19,7.0,5.0
