borrower_id,age,revolving_utilization,late_30_59_days,late_60_89_days,late_90_plus_days,debt_ratio,monthly_income,open_credit_lines,real_estate_loans,dependents,income_missing,predicted_risk,risk_band,serious_delinquency,actual_outcome
133733,61,0.01,0,0,0,0.529,8750.0,13,2,1.0,0,0.0191,0-2%,0,Repaid
94844,48,0.329,0,0,0,0.138,3200.0,4,0,2.0,0,0.0334,2-5%,0,Repaid
101866,58,0.029,1,0,0,0.367,7050.0,14,1,2.0,0,0.0328,2-5%,0,Repaid
90770,63,0.0,0,0,0,10.0,5400.0,7,1,0.0,1,0.0134,0-2%,0,Repaid
70454,45,0.054,0,0,0,0.065,4549.0,5,0,3.0,0,0.0224,2-5%,0,Repaid
44049,69,0.138,1,0,0,0.975,1529.0,6,1,0.0,0,0.0282,2-5%,0,Repaid
37663,52,0.41,0,0,0,0.373,4500.0,7,1,0.0,0,0.0375,2-5%,0,Repaid
88124,69,0.022,0,0,0,0.187,8868.0,10,1,0.0,0,0.0137,0-2%,0,Repaid
65871,52,0.0,0,0,0,10.0,5400.0,5,1,0.0,1,0.0151,0-2%,0,Repaid
29415,46,0.757,0,0,0,0.105,8200.0,2,0,2.0,0,0.0604,5-8%,0,Repaid
64530,61,0.05,0,0,0,0.189,13000.0,8,2,0.0,0,0.015,0-2%,0,Repaid
3691,40,1.0,0,0,2,10.0,5400.0,3,0,0.0,1,0.2669,20-30%,1,Defaulted
28479,28,0.798,1,1,0,0.534,1536.0,3,0,0.0,0,0.1942,15-20%,1,Defaulted
63723,54,0.02,0,0,0,0.33,5666.0,14,1,0.0,0,0.0214,2-5%,0,Repaid
132963,64,0.1,0,0,0,0.105,20000.0,9,2,0.0,0,0.0133,0-2%,0,Repaid
273,57,0.182,0,0,0,0.13,11666.0,17,1,1.0,0,0.0264,2-5%,0,Repaid
92487,38,0.986,1,1,0,0.771,4584.0,11,1,1.0,0,0.2775,20-30%,0,Repaid
104755,75,0.008,0,0,0,10.0,5400.0,5,1,0.0,1,0.0105,0-2%,0,Repaid
148726,70,0.272,0,0,0,0.584,6000.0,15,2,1.0,0,0.0303,2-5%,0,Repaid
61097,68,0.002,0,0,0,0.323,2105.0,3,1,0.0,0,0.0133,0-2%,0,Repaid
124312,37,0.08,0,0,0,0.238,12000.0,10,1,2.0,0,0.0259,2-5%,0,Repaid
27107,29,0.128,0,0,0,10.0,5400.0,2,0,0.0,1,0.0233,2-5%,0,Repaid
41486,66,0.033,0,0,0,10.0,5400.0,2,0,0.0,1,0.0108,0-2%,0,Repaid
126491,29,0.942,0,0,0,1.354,1638.0,7,1,1.0,0,0.1476,12-15%,0,Repaid
101889,52,0.582,0,0,0,0.107,3750.0,9,0,0.0,0,0.0504,5-8%,0,Repaid
133775,41,0.14,0,0,0,10.0,5400.0,16,1,0.0,1,0.0319,2-5%,0,Repaid
67553,63,1.0,0,0,1,0.046,5406.0,1,0,0.0,0,0.1199,10-12%,0,Repaid
145163,69,0.04,1,0,0,0.371,2300.0,7,0,0.0,0,0.0219,2-5%,1,Defaulted
91899,40,0.041,0,0,0,10.0,1.0,9,0,0.0,0,0.027,2-5%,0,Repaid
38259,41,0.189,0,0,0,0.346,4500.0,5,2,1.0,0,0.0325,2-5%,0,Repaid
83120,23,1.0,0,0,0,0.0,1.0,1,0,0.0,0,0.1396,12-15%,0,Repaid
120803,24,0.269,0,0,0,0.682,820.0,3,0,0.0,0,0.0415,2-5%,0,Repaid
48674,45,0.428,0,0,0,1.128,3600.0,10,1,3.0,0,0.0558,5-8%,0,Repaid
114594,46,0.498,0,0,0,0.68,9091.0,15,1,0.0,0,0.0532,5-8%,0,Repaid
103564,28,0.655,0,0,0,0.036,3500.0,3,0,0.0,0,0.0708,5-8%,0,Repaid
43427,33,0.274,1,0,0,10.0,5400.0,6,0,0.0,1,0.048,2-5%,0,Repaid
13605,47,0.141,0,0,0,0.102,22160.0,6,1,0.0,0,0.015,0-2%,0,Repaid
79720,36,0.198,0,0,0,0.395,3798.0,4,1,1.0,0,0.0326,2-5%,0,Repaid
26151,73,0.069,0,0,0,0.038,6000.0,4,1,0.0,0,0.0127,0-2%,0,Repaid
70617,55,0.002,0,0,0,0.027,7508.0,6,0,1.0,0,0.0148,0-2%,0,Repaid
97736,89,0.132,0,0,1,0.084,2801.0,4,0,0.0,0,0.0207,2-5%,1,Defaulted
79338,53,1.0,0,0,1,0.0,0.0,1,0,2.0,0,0.1715,15-20%,1,Defaulted
51764,64,0.021,0,0,0,0.106,10500.0,15,1,0.0,0,0.0164,0-2%,0,Repaid
3094,28,0.0,0,0,0,0.0,5200.0,2,0,0.0,0,0.0207,2-5%,0,Repaid
41426,50,0.0,0,0,0,0.126,12339.0,5,2,1.0,0,0.0161,0-2%,0,Repaid
94258,45,0.013,0,0,0,0.334,3800.0,8,0,0.0,0,0.0199,0-2%,0,Repaid
138370,50,0.002,0,0,0,0.21,14332.0,6,3,0.0,0,0.0163,0-2%,0,Repaid
57825,62,0.419,0,1,0,0.405,6100.0,8,2,0.0,0,0.0511,5-8%,0,Repaid
27348,56,0.0,0,0,0,0.532,4200.0,4,1,0.0,0,0.0156,0-2%,0,Repaid
46361,56,0.63,0,0,0,0.365,9166.0,13,1,1.0,0,0.0567,5-8%,0,Repaid
99378,55,0.134,0,0,0,0.038,10500.0,10,0,0.0,0,0.0185,0-2%,0,Repaid
87548,62,1.0,0,0,0,0.542,1915.0,4,1,0.0,0,0.0877,8-10%,0,Repaid
40558,51,0.433,0,0,0,0.364,11658.0,17,2,2.0,0,0.0517,5-8%,0,Repaid
139267,48,0.061,0,0,0,0.422,9328.0,8,1,0.0,0,0.0193,0-2%,0,Repaid
47384,58,0.122,2,0,0,0.294,7800.0,14,1,1.0,0,0.0543,5-8%,0,Repaid
145316,42,0.245,0,0,0,0.43,5317.0,8,2,3.0,0,0.0415,2-5%,0,Repaid
10479,27,0.195,1,0,0,0.089,5769.0,5,0,0.0,0,0.0483,2-5%,0,Repaid
97897,53,1.0,1,0,0,0.037,4000.0,3,0,0.0,0,0.1256,12-15%,1,Defaulted
101766,51,0.028,0,0,0,10.0,5400.0,7,2,1.0,1,0.0195,0-2%,0,Repaid
112741,25,0.0,0,0,0,10.0,5400.0,3,0,0.0,1,0.0203,2-5%,0,Repaid
147512,65,0.028,0,0,0,10.0,5400.0,7,1,0.0,1,0.0136,0-2%,0,Repaid
137402,49,0.003,0,0,0,0.131,3400.0,3,0,1.0,0,0.0169,0-2%,0,Repaid
133380,56,0.764,0,0,0,0.941,3025.0,9,2,0.0,0,0.0777,5-8%,1,Defaulted
53824,66,0.67,0,0,0,10.0,5400.0,9,2,0.0,1,0.0485,2-5%,0,Repaid
51054,95,0.0,0,0,0,0.0,5400.0,5,0,0.0,1,0.0066,0-2%,0,Repaid
144220,72,0.018,0,0,0,0.217,13892.0,10,2,0.0,0,0.0123,0-2%,0,Repaid
106687,71,1.0,0,0,0,0.212,2958.0,3,0,0.0,0,0.067,5-8%,0,Repaid
142343,65,0.061,0,0,0,10.0,5400.0,12,0,0.0,1,0.0154,0-2%,0,Repaid
2537,52,0.009,0,0,0,10.0,5400.0,10,2,0.0,1,0.0193,0-2%,0,Repaid
148790,60,1.0,2,1,0,0.529,2800.0,10,2,0.0,0,0.3069,30-50%,0,Repaid
3948,52,0.952,0,0,0,0.36,6979.0,12,2,1.0,0,0.1153,10-12%,0,Repaid
101197,44,0.932,0,0,0,10.0,5400.0,6,0,2.0,1,0.0923,8-10%,0,Repaid
67704,50,0.005,0,0,0,0.119,4545.0,13,1,0.0,0,0.0223,2-5%,0,Repaid
146704,73,0.021,0,0,0,0.832,2000.0,6,2,1.0,0,0.0158,0-2%,0,Repaid
143108,53,0.494,0,0,0,10.0,5400.0,17,1,1.0,1,0.0531,5-8%,0,Repaid
142232,46,0.14,0,0,0,0.236,5565.0,5,2,0.0,0,0.0254,2-5%,0,Repaid
135153,37,0.059,0,0,0,10.0,5400.0,6,0,0.0,1,0.0203,2-5%,0,Repaid
125866,73,0.142,0,0,0,0.111,17156.0,10,2,0.0,0,0.0138,0-2%,0,Repaid
68353,26,0.0,0,0,0,0.0,833.0,2,0,0.0,0,0.0241,2-5%,0,Repaid
87319,58,0.149,1,0,0,0.212,8550.0,14,1,0.0,0,0.0353,2-5%,0,Repaid
110647,65,0.148,0,0,0,0.415,8767.0,15,2,2.0,0,0.0255,2-5%,0,Repaid
93975,22,0.554,0,0,0,0.026,929.0,2,0,0.0,0,0.0679,5-8%,0,Repaid
74303,84,0.025,0,0,0,0.006,3333.0,5,0,0.0,0,0.01,0-2%,0,Repaid
94052,51,0.033,0,0,0,0.298,4000.0,4,1,1.0,0,0.019,0-2%,0,Repaid
60664,57,0.399,0,0,0,0.056,4933.0,4,0,1.0,0,0.0298,2-5%,0,Repaid
59901,75,0.003,0,0,0,0.001,10500.0,14,0,0.0,0,0.0119,0-2%,0,Repaid
93087,61,0.096,0,0,0,0.226,5397.0,18,2,3.0,0,0.0312,2-5%,0,Repaid
23392,46,0.023,0,0,0,0.342,5416.0,8,2,1.0,0,0.0237,2-5%,0,Repaid
130871,48,0.369,0,0,0,0.284,9650.0,6,2,3.0,0,0.0394,2-5%,0,Repaid
23130,56,0.327,0,1,0,0.25,8060.0,18,2,0.0,0,0.0599,5-8%,0,Repaid
99734,44,0.076,0,0,0,0.413,2794.0,11,0,2.0,0,0.0281,2-5%,0,Repaid
58686,58,0.165,0,0,0,10.0,5400.0,17,2,0.0,1,0.0283,2-5%,0,Repaid
94087,51,0.138,0,0,0,0.256,12270.0,6,2,1.0,0,0.021,2-5%,0,Repaid
20282,44,0.532,0,0,0,0.605,5900.0,14,1,2.0,0,0.0678,5-8%,0,Repaid
101698,53,0.16,0,0,0,0.45,18225.0,12,3,3.0,0,0.0256,2-5%,0,Repaid
96977,41,0.922,2,1,0,0.436,1900.0,4,1,2.0,0,0.3147,30-50%,1,Defaulted
101757,51,0.073,0,0,0,0.347,12114.0,7,2,1.0,0,0.0193,0-2%,0,Repaid
6550,52,0.283,0,0,0,0.264,8200.0,7,2,2.0,0,0.0323,2-5%,0,Repaid
13275,63,0.329,0,0,0,0.318,13750.0,13,3,1.0,0,0.031,2-5%,0,Repaid
45345,33,0.0,0,0,0,10.0,5400.0,6,1,0.0,1,0.0212,2-5%,0,Repaid
112519,73,0.96,3,1,0,0.724,3667.0,9,1,0.0,0,0.3072,30-50%,1,Defaulted
138540,64,0.005,0,0,0,0.064,8333.0,6,0,0.0,0,0.012,0-2%,0,Repaid
124058,55,0.503,0,0,0,0.336,11000.0,14,1,3.0,0,0.0498,2-5%,0,Repaid
55304,34,0.0,0,0,0,0.334,7446.0,5,1,0.0,0,0.021,2-5%,0,Repaid
135997,34,0.867,0,0,0,0.231,9652.0,9,0,0.0,0,0.0928,8-10%,0,Repaid
102107,48,0.24,0,0,0,0.089,3649.0,4,0,1.0,0,0.0269,2-5%,0,Repaid
75092,51,0.016,0,0,0,0.34,3584.0,7,2,0.0,0,0.021,2-5%,0,Repaid
37729,71,0.102,0,0,0,10.0,5400.0,3,0,0.0,1,0.0116,0-2%,0,Repaid
61873,55,0.009,0,0,0,0.231,4583.0,18,1,0.0,0,0.0239,2-5%,0,Repaid
140066,60,0.001,0,0,0,0.0,5400.0,2,0,0.0,1,0.0108,0-2%,0,Repaid
92851,39,0.912,0,0,0,0.457,6958.0,7,2,0.0,0,0.1098,10-12%,0,Repaid
98185,70,0.319,0,0,0,0.464,7000.0,24,3,0.0,0,0.0426,2-5%,0,Repaid
114188,44,0.0,0,0,0,10.0,5400.0,10,1,0.0,1,0.0199,0-2%,0,Repaid
77804,64,0.103,0,0,0,0.449,10000.0,12,1,0.0,0,0.0177,0-2%,0,Repaid
68822,73,0.033,0,0,0,0.471,6000.0,6,2,0.0,0,0.0138,0-2%,0,Repaid
126666,54,0.298,0,0,0,0.359,9000.0,5,1,1.0,0,0.0261,2-5%,0,Repaid
43514,46,0.006,0,0,0,0.456,3027.0,11,1,1.0,0,0.0246,2-5%,0,Repaid
3732,66,0.006,0,0,0,0.006,1813.0,8,0,0.0,0,0.0148,0-2%,0,Repaid
48322,86,0.009,0,0,0,2.0,5400.0,3,0,0.0,1,0.0074,0-2%,0,Repaid
18498,51,0.723,4,2,1,0.083,14459.0,5,0,0.0,0,0.5185,50%+,1,Defaulted
92145,62,0.154,0,0,0,0.51,1239.0,8,1,0.0,0,0.0228,2-5%,0,Repaid
95361,36,0.078,3,1,0,0.318,6200.0,5,1,1.0,0,0.1231,12-15%,0,Repaid
45205,78,0.029,0,0,0,10.0,5400.0,5,0,0.0,1,0.0096,0-2%,0,Repaid
63422,47,0.878,2,0,0,0.193,26800.0,6,2,2.0,0,0.1276,12-15%,0,Repaid
60482,50,0.33,0,0,0,0.305,4355.0,3,1,1.0,0,0.0316,2-5%,0,Repaid
1712,59,0.982,5,1,0,0.664,14239.0,13,2,2.0,0,0.579,50%+,0,Repaid
127509,31,1.0,5,5,5,0.0,1440.0,0,0,1.0,0,0.9954,50%+,1,Defaulted
59654,38,0.059,0,0,0,0.213,7333.0,5,2,2.0,0,0.0263,2-5%,0,Repaid
2939,52,0.126,0,0,0,10.0,5400.0,12,1,0.0,1,0.0232,2-5%,0,Repaid
128199,24,0.031,0,0,0,0.001,820.0,3,0,0.0,0,0.0271,2-5%,0,Repaid
34976,45,0.263,0,0,0,10.0,5400.0,6,2,0.0,1,0.0303,2-5%,0,Repaid
107816,35,0.286,1,0,0,0.479,7200.0,14,2,0.0,0,0.0723,5-8%,0,Repaid
94668,35,0.0,0,0,0,0.224,12500.0,9,2,2.0,0,0.0241,2-5%,0,Repaid
66529,51,0.511,0,0,0,10.0,5400.0,3,0,0.0,1,0.0334,2-5%,1,Defaulted
64965,34,0.945,1,0,0,10.0,5400.0,8,0,0.0,1,0.1528,15-20%,0,Repaid
65479,29,0.927,0,0,1,0.037,5000.0,3,0,0.0,0,0.183,15-20%,0,Repaid
110570,56,0.071,0,0,0,10.0,5400.0,8,1,0.0,1,0.0176,0-2%,0,Repaid
20798,32,0.346,1,0,0,0.316,4200.0,5,0,0.0,0,0.0606,5-8%,0,Repaid
95931,25,0.126,0,0,0,9.0,5400.0,2,0,0.0,1,0.0247,2-5%,0,Repaid
23297,67,0.02,0,0,0,0.305,3662.0,8,2,0.0,0,0.0167,0-2%,0,Repaid
129080,44,0.039,0,0,0,0.55,10000.0,11,3,4.0,0,0.0305,2-5%,0,Repaid
3798,35,0.0,0,0,0,0.763,5700.0,9,1,2.0,0,0.0268,2-5%,0,Repaid
11743,67,0.456,0,0,0,0.296,14833.0,15,2,1.0,0,0.0345,2-5%,0,Repaid
96279,62,0.172,0,0,0,0.351,7250.0,10,2,0.0,0,0.0229,2-5%,0,Repaid
26853,50,0.122,0,0,0,10.0,0.0,18,2,1.0,0,0.0424,2-5%,0,Repaid
49505,31,0.1,0,0,0,0.387,8300.0,9,2,0.0,0,0.0313,2-5%,0,Repaid
145773,56,0.11,0,0,0,0.05,11900.0,9,0,0.0,0,0.0163,0-2%,0,Repaid
57259,49,0.09,0,0,0,1.366,2534.0,10,1,0.0,0,0.0257,2-5%,0,Repaid
92084,43,0.022,0,0,0,10.0,5400.0,3,1,0.0,1,0.0172,0-2%,0,Repaid
87193,54,0.101,0,0,0,10.0,5400.0,4,1,0.0,1,0.0171,0-2%,0,Repaid
2011,29,0.078,0,0,0,0.012,5250.0,4,0,1.0,0,0.026,2-5%,0,Repaid
38190,44,0.768,0,0,0,10.0,5400.0,14,1,0.0,1,0.0856,8-10%,0,Repaid
10743,51,0.108,0,0,0,0.009,4400.0,3,0,2.0,0,0.0202,2-5%,0,Repaid
44994,65,0.047,0,0,0,0.024,2917.0,12,0,0.0,0,0.0176,0-2%,0,Repaid
84269,33,0.836,0,0,0,10.0,5400.0,10,1,0.0,1,0.1015,10-12%,1,Defaulted
54109,40,0.039,4,0,0,0.162,1208.0,8,1,3.0,0,0.1483,12-15%,0,Repaid
62809,56,0.0,0,0,0,0.246,12250.0,13,2,2.0,0,0.0194,0-2%,0,Repaid
27311,51,0.519,0,0,0,0.34,11250.0,8,1,0.0,0,0.0395,2-5%,0,Repaid
45427,58,0.14,0,0,0,0.285,9300.0,15,2,3.0,0,0.0292,2-5%,0,Repaid
70471,57,0.007,0,0,0,0.702,6157.0,14,1,3.0,0,0.0228,2-5%,0,Repaid
9227,44,0.127,0,0,0,0.316,8000.0,6,1,2.0,0,0.0251,2-5%,0,Repaid
47562,75,0.238,0,0,0,0.142,5600.0,15,0,1.0,0,0.0225,2-5%,0,Repaid
63821,50,0.958,0,0,0,0.126,8200.0,4,0,1.0,0,0.0807,8-10%,0,Repaid
9357,54,0.812,2,0,1,0.263,1986.0,6,0,1.0,0,0.2608,20-30%,1,Defaulted
70935,79,0.065,5,0,0,0.782,1100.0,12,1,0.0,0,0.1252,12-15%,0,Repaid
68571,70,0.113,2,0,0,0.38,10200.0,16,2,0.0,0,0.0454,2-5%,0,Repaid
18835,47,0.096,0,0,0,0.253,8335.0,4,1,0.0,0,0.0191,0-2%,0,Repaid
10750,47,0.119,0,0,0,0.312,2636.0,6,1,0.0,0,0.0247,2-5%,0,Repaid
876,55,0.106,0,0,0,10.0,5400.0,8,1,0.0,1,0.019,0-2%,0,Repaid
88550,74,0.126,0,0,0,0.262,5667.0,13,1,0.0,0,0.0182,0-2%,0,Repaid
138980,57,0.425,0,0,0,0.334,13334.0,8,2,1.0,0,0.0328,2-5%,0,Repaid
13218,57,0.057,0,0,0,0.005,17499.0,5,0,2.0,0,0.0123,0-2%,0,Repaid
40104,40,0.052,0,0,0,0.257,8400.0,9,1,0.0,0,0.0228,2-5%,0,Repaid
24464,26,0.667,0,0,0,0.098,7650.0,5,0,2.0,0,0.0776,5-8%,0,Repaid
87069,73,0.056,1,0,0,10.0,5400.0,11,1,0.0,1,0.0215,2-5%,0,Repaid
83964,38,1.33,0,0,0,0.414,8400.0,7,1,2.0,0,0.2086,20-30%,0,Repaid
72280,61,0.022,0,0,0,10.0,1.0,18,0,0.0,0,0.0241,2-5%,0,Repaid
73842,60,0.027,0,0,0,10.0,5400.0,7,2,0.0,1,0.016,0-2%,0,Repaid
38155,36,0.13,0,0,0,0.173,7600.0,9,0,2.0,0,0.0291,2-5%,0,Repaid
130769,44,1.0,1,0,1,10.0,5400.0,6,0,4.0,1,0.2699,20-30%,1,Defaulted
111242,46,0.002,0,0,0,0.31,13575.0,8,2,0.0,0,0.0173,0-2%,0,Repaid
85792,50,1.112,0,0,0,0.258,4000.0,4,0,0.0,0,0.1109,10-12%,1,Defaulted
78130,32,0.979,1,0,0,0.247,2401.0,2,0,0.0,0,0.1658,15-20%,0,Repaid
9311,46,0.03,0,0,0,0.355,5600.0,11,1,1.0,0,0.024,2-5%,0,Repaid
91836,62,0.285,0,0,0,0.468,6640.0,15,1,2.0,0,0.0334,2-5%,0,Repaid
131779,44,1.0,0,0,0,0.539,10416.0,4,2,1.0,0,0.1044,10-12%,0,Repaid
119953,62,0.511,0,0,0,0.77,3385.0,9,2,0.0,0,0.0453,2-5%,0,Repaid
87997,23,1.04,0,0,0,0.04,3417.0,5,0,1.0,0,0.158,15-20%,1,Defaulted
87543,49,0.681,0,0,0,0.546,7500.0,11,2,0.0,0,0.0704,5-8%,0,Repaid
30637,61,0.052,0,0,0,10.0,0.0,14,2,0.0,0,0.0267,2-5%,0,Repaid
37646,87,0.199,1,1,0,0.304,2008.0,11,0,0.0,0,0.0364,2-5%,0,Repaid
88336,38,0.755,3,0,0,0.517,4950.0,11,1,3.0,0,0.3012,30-50%,0,Repaid
34,57,0.187,0,0,0,0.314,7000.0,9,2,0.0,0,0.0249,2-5%,0,Repaid
125601,54,0.252,2,1,1,3.24,3000.0,14,0,2.0,0,0.1984,15-20%,0,Repaid
90782,52,0.509,0,0,0,0.096,1400.0,3,0,0.0,0,0.0399,2-5%,1,Defaulted
94227,65,0.201,0,0,0,1.017,3800.0,11,2,1.0,0,0.0274,2-5%,0,Repaid
93769,62,1.0,1,0,1,0.426,2776.0,2,1,0.0,0,0.2041,20-30%,0,Repaid
18890,37,0.005,0,0,0,0.263,6990.0,13,1,3.0,0,0.0297,2-5%,0,Repaid
51195,88,0.471,0,0,0,10.0,5400.0,10,2,0.0,1,0.0247,2-5%,0,Repaid
9422,63,0.028,0,0,0,0.008,4437.0,1,0,0.0,0,0.0123,0-2%,0,Repaid
93772,51,0.573,0,0,0,0.143,4775.0,4,0,0.0,0,0.0427,2-5%,0,Repaid
80039,28,0.092,2,0,0,0.087,3000.0,7,0,0.0,0,0.0677,5-8%,0,Repaid
33245,24,0.032,0,0,0,0.001,3333.0,1,0,0.0,0,0.0239,2-5%,0,Repaid
101840,69,0.189,0,0,0,0.376,10500.0,18,1,0.0,0,0.0224,2-5%,0,Repaid
108531,39,0.0,0,0,0,0.007,5833.0,4,0,2.0,0,0.0199,0-2%,0,Repaid
120300,61,0.011,0,0,0,0.184,5253.0,6,2,1.0,0,0.0172,0-2%,0,Repaid
30338,64,0.02,0,0,0,10.0,5400.0,6,1,0.0,1,0.0133,0-2%,0,Repaid
103894,44,0.508,1,0,0,0.467,37000.0,33,25,0.0,0,0.346,30-50%,1,Defaulted
122343,50,0.289,1,1,1,0.416,3948.0,6,1,1.0,0,0.1267,12-15%,0,Repaid
39450,70,0.002,0,0,0,0.36,8000.0,5,2,0.0,0,0.0125,0-2%,0,Repaid
31956,27,1.0,0,0,0,10.0,5400.0,4,0,0.0,1,0.115,10-12%,0,Repaid
145229,23,0.0,0,0,0,0.0,898.0,1,0,0.0,0,0.0246,2-5%,0,Repaid
53929,45,0.289,0,0,0,10.0,5400.0,5,1,0.0,1,0.0285,2-5%,0,Repaid
1630,64,0.621,0,0,1,0.31,7600.0,14,2,1.0,0,0.1029,10-12%,0,Repaid
19624,63,0.517,0,0,0,0.18,6711.0,4,1,1.0,0,0.0345,2-5%,0,Repaid
90613,41,0.013,0,0,0,0.154,4066.0,10,0,2.0,0,0.0247,2-5%,0,Repaid
141565,52,0.371,0,0,0,0.432,4411.0,8,2,0.0,0,0.0391,2-5%,0,Repaid
126021,61,0.039,0,0,0,0.009,7666.0,13,0,0.0,0,0.0167,0-2%,0,Repaid
136506,63,0.443,1,0,0,0.382,3308.0,11,0,0.0,0,0.0535,5-8%,0,Repaid
12021,85,0.53,0,0,0,0.847,2128.0,10,0,0.0,0,0.0294,2-5%,0,Repaid
14363,49,0.064,0,0,0,0.316,6916.0,23,0,2.0,0,0.0319,2-5%,0,Repaid
44181,60,0.017,0,0,0,0.116,7954.0,14,1,1.0,0,0.0191,0-2%,0,Repaid
78380,66,0.585,0,0,0,2.514,2216.0,14,3,1.0,0,0.0656,5-8%,0,Repaid
139565,48,0.054,0,0,0,0.317,8333.0,7,1,3.0,0,0.0221,2-5%,0,Repaid
17521,54,0.624,0,0,0,0.569,5699.0,10,4,0.0,0,0.0706,5-8%,1,Defaulted
1219,69,0.047,0,0,0,0.013,7500.0,5,0,0.0,0,0.0119,0-2%,0,Repaid
107548,52,0.26,2,0,0,0.05,16000.0,9,0,4.0,0,0.0565,5-8%,0,Repaid
28483,68,0.032,0,0,0,10.0,5400.0,8,1,0.0,1,0.0135,0-2%,0,Repaid
128748,38,0.1,0,0,0,0.745,4583.0,8,2,1.0,0,0.0316,2-5%,0,Repaid
49864,45,0.263,0,0,0,0.46,9166.0,22,1,2.0,0,0.0479,2-5%,0,Repaid
144215,51,0.194,0,0,0,0.346,8850.0,5,2,2.0,0,0.026,2-5%,0,Repaid
60413,54,0.747,1,1,2,0.734,3350.0,15,2,0.0,0,0.4498,30-50%,1,Defaulted
31356,41,0.094,0,0,0,0.36,7458.0,9,2,1.0,0,0.0284,2-5%,0,Repaid
25547,33,2.0,0,0,0,0.035,5800.0,6,0,2.0,0,0.4847,30-50%,0,Repaid
126136,71,0.324,0,0,0,10.0,5400.0,5,0,0.0,1,0.0184,0-2%,0,Repaid
127371,50,0.183,0,0,0,0.272,17000.0,14,1,1.0,0,0.0235,2-5%,0,Repaid
143738,91,0.0,0,0,0,10.0,5400.0,4,0,0.0,1,0.0071,0-2%,0,Repaid
11081,71,0.025,0,0,0,0.265,6500.0,11,1,1.0,0,0.0155,0-2%,0,Repaid
96749,61,0.015,0,0,0,0.003,7000.0,3,0,1.0,0,0.0128,0-2%,0,Repaid
74818,38,0.053,0,0,0,10.0,5400.0,21,0,0.0,1,0.0304,2-5%,0,Repaid
83659,58,0.032,0,0,0,0.223,7576.0,5,1,0.0,0,0.015,0-2%,0,Repaid
6462,36,0.186,0,0,0,0.256,8800.0,20,1,2.0,0,0.0461,2-5%,0,Repaid
127179,38,0.021,0,0,0,0.375,8120.0,8,2,3.0,0,0.0275,2-5%,0,Repaid
77843,27,1.0,0,0,0,0.255,1044.0,3,0,0.0,0,0.1354,12-15%,0,Repaid
52151,32,0.902,0,0,0,1.138,2818.0,5,2,2.0,0,0.1378,12-15%,0,Repaid
121885,67,0.033,0,0,0,0.425,2537.0,9,1,3.0,0,0.0195,0-2%,0,Repaid
121703,82,0.0,0,0,0,0.017,7833.0,7,1,0.0,0,0.0101,0-2%,0,Repaid
78753,26,0.0,0,0,0,0.275,1842.0,3,0,0.0,0,0.0242,2-5%,0,Repaid
116321,66,0.008,2,0,0,10.0,5400.0,28,2,0.0,1,0.0585,5-8%,0,Repaid
46108,24,1.0,0,0,1,0.019,2000.0,0,0,0.0,0,0.2169,20-30%,0,Repaid
63128,56,0.002,0,0,0,0.002,3000.0,9,0,0.0,0,0.0172,0-2%,0,Repaid
116042,40,0.012,0,0,0,0.179,3494.0,5,1,1.0,0,0.0228,2-5%,0,Repaid
58539,78,0.351,0,0,0,0.351,4500.0,8,2,0.0,0,0.0248,2-5%,0,Repaid
117831,49,0.0,0,1,0,0.155,6366.0,6,1,3.0,0,0.03,2-5%,0,Repaid
129539,58,0.013,0,0,0,0.139,13333.0,9,1,0.0,0,0.0138,0-2%,0,Repaid
85205,55,0.036,0,0,0,10.0,5400.0,9,0,0.0,1,0.0159,0-2%,0,Repaid
113475,35,0.063,0,0,0,10.0,1.0,2,1,2.0,0,0.0299,2-5%,0,Repaid
12334,29,0.977,0,0,0,0.476,1710.0,7,0,2.0,0,0.1507,15-20%,0,Repaid
88203,71,0.033,0,0,0,0.038,1750.0,6,0,0.0,0,0.0135,0-2%,0,Repaid
62070,33,0.174,0,0,0,0.822,4331.0,7,3,0.0,0,0.0395,2-5%,0,Repaid
108354,28,0.706,2,1,0,0.232,3000.0,4,0,0.0,0,0.2355,20-30%,1,Defaulted
53806,65,0.187,0,0,0,10.0,5400.0,9,1,0.0,1,0.0193,0-2%,0,Repaid
65994,35,0.125,0,0,0,0.245,5775.0,16,2,3.0,0,0.0463,2-5%,0,Repaid
120738,75,0.045,0,0,0,0.741,1700.0,13,1,0.0,0,0.0173,0-2%,0,Repaid
134470,56,0.025,0,0,0,0.456,4000.0,10,1,0.0,0,0.0195,0-2%,0,Repaid
105702,34,0.151,0,0,0,0.444,11292.0,17,2,3.0,0,0.0437,2-5%,0,Repaid
23514,33,1.0,0,0,2,0.107,1526.0,0,0,0.0,0,0.3141,30-50%,0,Repaid
115201,74,0.021,0,0,0,10.0,5400.0,2,0,0.0,1,0.0093,0-2%,0,Repaid
125154,40,0.003,0,0,0,10.0,5400.0,6,3,0.0,1,0.0224,2-5%,0,Repaid
143151,30,1.0,0,1,1,0.599,2500.0,4,1,0.0,0,0.3125,30-50%,1,Defaulted
56662,22,0.013,0,0,0,0.0,898.0,2,0,0.0,0,0.0263,2-5%,0,Repaid
51231,63,0.012,0,0,0,0.139,11416.0,15,1,0.0,0,0.016,0-2%,0,Repaid
